#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HLA-A	HLA-F	1856558	1844740	9606.ENSP00000366005	9606.ENSP00000259951	0	0	0	0.980	0	0	0.900	0.852	0.901
PRKACB	FN1	1855328	1853098	9606.ENSP00000359719	9606.ENSP00000346839	0	0	0	0	0	0	0.900	0.059	0.901
HLA-A	EGR1	1856558	1843543	9606.ENSP00000366005	9606.ENSP00000239938	0	0	0	0	0	0	0.900	0.051	0.901
BDKRB2	PIK3R1	1848988	1846375	9606.ENSP00000307713	9606.ENSP00000274335	0	0	0	0	0	0	0.900	0	0.900
CXCR4	ADCY4	1859216	1849496	9606.ENSP00000386884	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0.048	0.900
HLA-F	EGR1	1844740	1843543	9606.ENSP00000259951	9606.ENSP00000239938	0	0	0	0	0	0	0.900	0	0.900
CCL28	GNG2	1854117	1851723	9606.ENSP00000354416	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
CXCR7	C3	1846285	1843781	9606.ENSP00000272928	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
EFNA4	VAV3	1861082	1855167	9606.ENSP00000414378	9606.ENSP00000359073	0	0	0	0	0	0	0.900	0.045	0.900
CCL28	GNG11	1854117	1843916	9606.ENSP00000354416	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
CCL20	GNG11	1853751	1843916	9606.ENSP00000351671	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CCL19	1862042	1849114	9606.ENSP00000436714	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0	0.900
IL3RA	PIK3R1	1850970	1846375	9606.ENSP00000327890	9606.ENSP00000274335	0	0	0	0	0	0	0.900	0.041	0.900
CCL28	BDKRB2	1854117	1848988	9606.ENSP00000354416	9606.ENSP00000307713	0	0	0	0	0	0	0.900	0	0.900
GNG2	CCL27	1851723	1844710	9606.ENSP00000334448	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
GNG2	CCL21	1851723	1844708	9606.ENSP00000334448	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0	0.900
CCL19	ADCY3	1849114	1844803	9606.ENSP00000308815	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
CCL20	ADCY4	1853751	1849496	9606.ENSP00000351671	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CXCR7	1862042	1846285	9606.ENSP00000436714	9606.ENSP00000272928	0	0	0	0.664	0	0	0.900	0	0.900
CCL27	GNG11	1844710	1843916	9606.ENSP00000259631	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
VAV3	CDH5	1855167	1852772	9606.ENSP00000359073	9606.ENSP00000344115	0	0	0	0	0.042	0	0.900	0	0.900
SSTR2	C3	1853555	1843781	9606.ENSP00000350198	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
GNG2	PIK3R1	1851723	1846375	9606.ENSP00000334448	9606.ENSP00000274335	0	0	0	0	0	0	0.900	0	0.900
CFD	VEGFC	1851434	1846658	9606.ENSP00000332139	9606.ENSP00000280193	0	0	0	0	0	0	0.900	0.041	0.900
ADCY3	GNG11	1844803	1843916	9606.ENSP00000260600	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
HCAR3	GNG11	1862042	1843916	9606.ENSP00000436714	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
GNG2	ADCY3	1851723	1844803	9606.ENSP00000334448	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
VAV3	EFNA3	1855167	1854794	9606.ENSP00000359073	9606.ENSP00000357393	0	0	0	0	0	0	0.900	0.048	0.900
HLA-E	PIK3R1	1856531	1846375	9606.ENSP00000365817	9606.ENSP00000274335	0	0	0	0	0	0	0.900	0	0.900
HCAR3	GNG2	1862042	1851723	9606.ENSP00000436714	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
LPAR1	CCL19	1853763	1849114	9606.ENSP00000351755	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0	0.900
CXCR7	ADCY3	1846285	1844803	9606.ENSP00000272928	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0.048	0.900
HCAR3	CCL27	1862042	1844710	9606.ENSP00000436714	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
HCAR3	C3	1862042	1843781	9606.ENSP00000436714	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CCL21	1862042	1844708	9606.ENSP00000436714	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0	0.900
F13A1	HGF	1845635	1842916	9606.ENSP00000264870	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0	0.900
SSTR2	CCL19	1853555	1849114	9606.ENSP00000350198	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0	0.900
BDKRB2	CCL27	1848988	1844710	9606.ENSP00000307713	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
CCL20	GNG2	1853751	1851723	9606.ENSP00000351671	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
HCAR3	GNAI2	1862042	1849590	9606.ENSP00000436714	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0	0.900
ADCY4	C3	1849496	1843781	9606.ENSP00000312126	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
NPY1R	CCL19	1854180	1849114	9606.ENSP00000354652	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0	0.900
BDKRB2	GNG11	1848988	1843916	9606.ENSP00000307713	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
CXCL12	PRKACB	1858332	1855328	9606.ENSP00000379140	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.900
BDKRB2	ADCY3	1848988	1844803	9606.ENSP00000307713	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0.046	0.900
CCL28	ADCY3	1854117	1844803	9606.ENSP00000354416	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
GNG2	CCL5	1851723	1847396	9606.ENSP00000334448	9606.ENSP00000293272	0	0	0	0	0	0	0.900	0	0.900
SSTR2	BDKRB2	1853555	1848988	9606.ENSP00000350198	9606.ENSP00000307713	0	0	0	0.735	0	0	0.900	0.067	0.900
F13A1	ITGA9	1845635	1845614	9606.ENSP00000264870	9606.ENSP00000264741	0	0	0	0	0	0	0.900	0.049	0.900
ADCY4	CCL27	1849496	1844710	9606.ENSP00000312126	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
ADCY3	CCL27	1844803	1844710	9606.ENSP00000260600	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
CCL21	GNG11	1844708	1843916	9606.ENSP00000259607	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
GNG2	CCL19	1851723	1849114	9606.ENSP00000334448	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0	0.900
NPY1R	CXCR7	1854180	1846285	9606.ENSP00000354652	9606.ENSP00000272928	0	0	0	0.672	0	0	0.900	0	0.900
SSTR2	CCL5	1853555	1847396	9606.ENSP00000350198	9606.ENSP00000293272	0	0	0	0	0	0	0.900	0.048	0.900
CCL5	GNG11	1847396	1843916	9606.ENSP00000293272	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
CCL20	BDKRB2	1853751	1848988	9606.ENSP00000351671	9606.ENSP00000307713	0	0	0	0	0	0	0.900	0	0.900
HCAR3	LPAR1	1862042	1853763	9606.ENSP00000436714	9606.ENSP00000351755	0	0	0	0	0	0	0.900	0.042	0.900
BDKRB2	CXCR7	1848988	1846285	9606.ENSP00000307713	9606.ENSP00000272928	0	0	0	0.696	0	0	0.900	0	0.900
CCL28	C3	1854117	1843781	9606.ENSP00000354416	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
GNG2	C3	1851723	1843781	9606.ENSP00000334448	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
HCAR3	ADCY3	1862042	1844803	9606.ENSP00000436714	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
CCL20	ADCY3	1853751	1844803	9606.ENSP00000351671	9606.ENSP00000260600	0	0	0	0	0	0	0.900	0	0.900
GNG2	ESR1	1851723	1842435	9606.ENSP00000334448	9606.ENSP00000206249	0	0	0	0	0	0	0.900	0	0.900
ADCY4	BDKRB2	1849496	1848988	9606.ENSP00000312126	9606.ENSP00000307713	0	0	0	0	0	0	0.900	0	0.900
CXCL12	GNG2	1858332	1851723	9606.ENSP00000379140	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
HCAR3	ADCY4	1862042	1849496	9606.ENSP00000436714	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0	0.900
CCL19	GNG11	1849114	1843916	9606.ENSP00000308815	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CCL28	1862042	1854117	9606.ENSP00000436714	9606.ENSP00000354416	0	0	0	0	0	0	0.900	0	0.900
VCAM1	HLA-F	1847502	1844740	9606.ENSP00000294728	9606.ENSP00000259951	0	0	0	0	0.046	0	0.900	0.041	0.900
ADCY3	CCL21	1844803	1844708	9606.ENSP00000260600	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0.047	0.900
CCL28	LPAR1	1854117	1853763	9606.ENSP00000354416	9606.ENSP00000351755	0	0	0	0	0	0	0.900	0	0.900
HCAR3	NPY1R	1862042	1854180	9606.ENSP00000436714	9606.ENSP00000354652	0	0	0	0.642	0	0	0.900	0	0.900
GNG11	C3	1843916	1843781	9606.ENSP00000248564	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
CCL28	GNAI2	1854117	1849590	9606.ENSP00000354416	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0	0.900
NPY1R	BDKRB2	1854180	1848988	9606.ENSP00000354652	9606.ENSP00000307713	0	0	0	0.655	0	0	0.900	0	0.900
NPY1R	C3	1854180	1843781	9606.ENSP00000354652	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
GNAI2	BDKRB2	1849590	1848988	9606.ENSP00000312999	9606.ENSP00000307713	0	0	0	0	0	0	0.900	0	0.900
CCL19	BDKRB2	1849114	1848988	9606.ENSP00000308815	9606.ENSP00000307713	0	0	0	0	0	0	0.900	0	0.900
GNG2	ADCY4	1851723	1849496	9606.ENSP00000334448	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0.046	0.900
HCAR3	SSTR2	1862042	1853555	9606.ENSP00000436714	9606.ENSP00000350198	0	0	0	0.691	0	0	0.900	0	0.900
HLA-E	VAV3	1856531	1855167	9606.ENSP00000365817	9606.ENSP00000359073	0	0	0	0	0	0	0.900	0	0.900
CCL28	CXCR7	1854117	1846285	9606.ENSP00000354416	9606.ENSP00000272928	0	0	0	0	0	0	0.900	0.045	0.900
CCL28	ADCY4	1854117	1849496	9606.ENSP00000354416	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0	0.900
NPY1R	LPAR1	1854180	1853763	9606.ENSP00000354652	9606.ENSP00000351755	0	0	0	0	0	0	0.900	0.041	0.900
GNG2	PIK3CB	1851723	1847156	9606.ENSP00000334448	9606.ENSP00000289153	0	0	0	0	0	0	0.900	0	0.900
LPAR1	C3	1853763	1843781	9606.ENSP00000351755	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0	0.900
GNAI2	CCL27	1849590	1844710	9606.ENSP00000312999	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0	0.900
PIK3R1	GNG11	1846375	1843916	9606.ENSP00000274335	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0	0.900
HLA-E	EGR1	1856531	1843543	9606.ENSP00000365817	9606.ENSP00000239938	0	0	0	0	0	0	0.900	0	0.900
VEGFC	F13A1	1846658	1845635	9606.ENSP00000280193	9606.ENSP00000264870	0	0	0	0	0	0	0.900	0	0.900
GNG2	BDKRB2	1851723	1848988	9606.ENSP00000334448	9606.ENSP00000307713	0	0	0	0	0	0	0.900	0	0.900
BDKRB2	CCL21	1848988	1844708	9606.ENSP00000307713	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0	0.900
CXCL12	GNG11	1858332	1843916	9606.ENSP00000379140	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0.047	0.900
