Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID
712,ko05146//Amoebiasis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04926//Relaxin signaling pathway;ko05165//Human papillomavirus infection;ko04974//Protein digestion and absorption;ko05200//Pathways in cancer;ko04512//ECM-receptor interaction;ko05222//Small cell lung cancer;ko04151//PI3K-Akt signaling pathway;ko04510//Focal adhesion,Cellular community - eukaryotes;Cancers: Overview;Cancers: Specific types;Endocrine and metabolic diseases;Infectious diseases: Parasitic;Signaling molecules and interaction;Signal transduction;Infectious diseases: Viral;Digestive system;Endocrine system,Organismal Systems;Human Diseases;Environmental Information Processing;Cellular Processes,C1QA
7122,ko04670//Leukocyte transendothelial migration;ko05160//Hepatitis C;ko04530//Tight junction;ko04514//Cell adhesion molecules (CAMs),Signaling molecules and interaction;Immune system;Infectious diseases: Viral;Cellular community - eukaryotes,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,CLDN5
713,ko05200//Pathways in cancer;ko04974//Protein digestion and absorption;ko05222//Small cell lung cancer;ko04151//PI3K-Akt signaling pathway;ko04926//Relaxin signaling pathway;ko04512//ECM-receptor interaction;ko05146//Amoebiasis;ko05165//Human papillomavirus infection;ko04510//Focal adhesion;ko04933//AGE-RAGE signaling pathway in diabetic complications,Signal transduction;Endocrine and metabolic diseases;Digestive system;Cancers: Overview;Cellular community - eukaryotes;Infectious diseases: Viral;Endocrine system;Infectious diseases: Parasitic;Cancers: Specific types;Signaling molecules and interaction,Cellular Processes;Organismal Systems;Human Diseases;Environmental Information Processing,C1QB
714,ko04926//Relaxin signaling pathway;ko04151//PI3K-Akt signaling pathway;ko05165//Human papillomavirus infection;ko04510//Focal adhesion;ko04974//Protein digestion and absorption;ko05222//Small cell lung cancer;ko05200//Pathways in cancer;ko05146//Amoebiasis;ko04512//ECM-receptor interaction;ko04933//AGE-RAGE signaling pathway in diabetic complications,Signal transduction;Digestive system;Cancers: Overview;Infectious diseases: Parasitic;Endocrine and metabolic diseases;Infectious diseases: Viral;Cancers: Specific types;Signaling molecules and interaction;Cellular community - eukaryotes;Endocrine system,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,C1QC
7412,ko05418//Fluid shear stress and atherosclerosis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05143//African trypanosomiasis;ko04514//Cell adhesion molecules (CAMs);ko04064//NF-kappa B signaling pathway;ko05144//Malaria;ko04670//Leukocyte transendothelial migration;ko04668//TNF signaling pathway,Immune system;Cardiovascular diseases;Signal transduction;Endocrine and metabolic diseases;Infectious diseases: Parasitic;Signaling molecules and interaction,Human Diseases;Environmental Information Processing;Organismal Systems,VCAM1
7424,ko04014//Ras signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04926//Relaxin signaling pathway;ko04510//Focal adhesion;ko05200//Pathways in cancer;ko04151//PI3K-Akt signaling pathway;ko04015//Rap1 signaling pathway;ko04010//MAPK signaling pathway,Cancers: Overview;Endocrine and metabolic diseases;Endocrine system;Signal transduction;Cellular community - eukaryotes,Cellular Processes;Organismal Systems;Environmental Information Processing;Human Diseases,VEGFC
79792,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,GSDMD
80310,ko01521//EGFR tyrosine kinase inhibitor resistance;ko04151//PI3K-Akt signaling pathway;ko04810//Regulation of actin cytoskeleton;ko05231//Choline metabolism in cancer;ko04540//Gap junction;ko05215//Prostate cancer;ko04510//Focal adhesion;ko04072//Phospholipase D signaling pathway;ko04014//Ras signaling pathway;ko04015//Rap1 signaling pathway;ko05218//Melanoma;ko04010//MAPK signaling pathway,Cellular community - eukaryotes;Drug resistance: Antineoplastic;Cancers: Specific types;Signal transduction;Cell motility;Cancers: Overview,Environmental Information Processing;Cellular Processes;Human Diseases,PDGFD
80380,ko04514//Cell adhesion molecules (CAMs),Signaling molecules and interaction,Environmental Information Processing,PDCD1LG2
80820,ko04218//Cellular senescence;ko05202//Transcriptional misregulation in cancer;ko04070//Phosphatidylinositol signaling system;ko04621//NOD-like receptor signaling pathway;ko04140//Autophagy - animal;ko04020//Calcium signaling pathway;ko05204//Chemical carcinogenesis;ko04137//Mitophagy - animal;ko04120//Ubiquitin mediated proteolysis,"Cancers: Overview;Folding, sorting and degradation;Transport and catabolism;Signal transduction;Immune system;Cell growth and death",Human Diseases;Genetic Information Processing;Cellular Processes;Environmental Information Processing;Organismal Systems,EEPD1
83442,ko04750//Inflammatory mediator regulation of TRP channels;ko04270//Vascular smooth muscle contraction;ko04014//Ras signaling pathway;ko00565//Ether lipid metabolism;ko04726//Serotonergic synapse;ko04611//Platelet activation;ko00592//alpha-Linolenic acid metabolism;ko04724//Glutamatergic synapse;ko04921//Oxytocin signaling pathway;ko04730//Long-term depression;ko04970//Salivary secretion;ko04010//MAPK signaling pathway;ko00564//Glycerophospholipid metabolism;ko04912//GnRH signaling pathway;ko04913//Ovarian steroidogenesis;ko04217//Necroptosis;ko04370//VEGF signaling pathway;ko04664//Fc epsilon RI signaling pathway;ko04072//Phospholipase D signaling pathway;ko05231//Choline metabolism in cancer;ko00591//Linoleic acid metabolism;ko01100//Metabolic pathways;ko00590//Arachidonic acid metabolism,Lipid metabolism;Endocrine system;Immune system;Global and overview maps;Digestive system;Sensory system;Signal transduction;Circulatory system;Cell growth and death;Nervous system;Cancers: Overview,Human Diseases;Metabolism;Environmental Information Processing;Organismal Systems;Cellular Processes,SH3BGRL3
83643,"ko04510//Focal adhesion;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04611//Platelet activation;ko05165//Human papillomavirus infection;ko05146//Amoebiasis;ko04151//PI3K-Akt signaling pathway;ko04512//ECM-receptor interaction;ko04928//Parathyroid hormone synthesis, secretion and action;ko04974//Protein digestion and absorption;ko04926//Relaxin signaling pathway",Signal transduction;Immune system;Digestive system;Infectious diseases: Viral;Signaling molecules and interaction;Infectious diseases: Parasitic;Endocrine and metabolic diseases;Endocrine system;Cellular community - eukaryotes,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,CCDC3
83700,ko04514//Cell adhesion molecules (CAMs);ko05120//Epithelial cell signaling in Helicobacter pylori infection;ko04530//Tight junction;ko04670//Leukocyte transendothelial migration,Immune system;Signaling molecules and interaction;Infectious diseases: Bacterial;Cellular community - eukaryotes,Human Diseases;Cellular Processes;Environmental Information Processing;Organismal Systems,JAM3
84168,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,ANTXR1
8685,ko05146//Amoebiasis;ko04974//Protein digestion and absorption;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04611//Platelet activation;ko04926//Relaxin signaling pathway,Infectious diseases: Parasitic;Endocrine system;Immune system;Endocrine and metabolic diseases;Digestive system,Human Diseases;Organismal Systems,MARCO
8771,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,TNFRSF6B
9021,ko04668//TNF signaling pathway;ko04920//Adipocytokine signaling pathway;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04120//Ubiquitin mediated proteolysis;ko04630//Jak-STAT signaling pathway;ko04910//Insulin signaling pathway;ko05168//Herpes simplex infection;ko05160//Hepatitis C;ko04380//Osteoclast differentiation;ko05164//Influenza A;ko04930//Type II diabetes mellitus;ko04917//Prolactin signaling pathway;ko04931//Insulin resistance,"Folding, sorting and degradation;Endocrine system;Infectious diseases: Viral;Endocrine and metabolic diseases;Signal transduction;Development",Environmental Information Processing;Organismal Systems;Human Diseases;Genetic Information Processing,SOCS3
90952,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration,Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,ESAM
914,ko04640//Hematopoietic cell lineage;ko04514//Cell adhesion molecules (CAMs),Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,CD2
920,ko04060//Cytokine-cytokine receptor interaction;ko04612//Antigen processing and presentation;ko04658//Th1 and Th2 cell differentiation;ko04660//T cell receptor signaling pathway;ko04659//Th17 cell differentiation;ko04514//Cell adhesion molecules (CAMs);ko05166//Human T-cell leukemia virus 1 infection;ko04640//Hematopoietic cell lineage;ko05170//Human immunodeficiency virus 1 infection;ko05340//Primary immunodeficiency,Infectious diseases: Viral;Immune system;Immune diseases;Signaling molecules and interaction,Environmental Information Processing;Human Diseases;Organismal Systems,CD4
9235,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,IL32
94,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,ACVRL1
947,ko04514//Cell adhesion molecules (CAMs);ko04640//Hematopoietic cell lineage,Signaling molecules and interaction;Immune system,Environmental Information Processing;Organismal Systems,CD34
9547,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway,Signaling molecules and interaction;Immune system,Organismal Systems;Environmental Information Processing,CXCL14
9560,ko05163//Human cytomegalovirus infection;ko04062//Chemokine signaling pathway;ko05132//Salmonella infection;ko04623//Cytosolic DNA-sensing pathway;ko04064//NF-kappa B signaling pathway;ko04620//Toll-like receptor signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction;Signal transduction;Infectious diseases: Bacterial;Immune system;Infectious diseases: Viral,Human Diseases;Organismal Systems;Environmental Information Processing,CCL4L2
9586,"ko04922//Glucagon signaling pathway;ko05161//Hepatitis B;ko05016//Huntington disease;ko04725//Cholinergic synapse;ko04261//Adrenergic signaling in cardiomyocytes;ko05203//Viral carcinogenesis;ko04728//Dopaminergic synapse;ko05031//Amphetamine addiction;ko04152//AMPK signaling pathway;ko04925//Aldosterone synthesis and secretion;ko04668//TNF signaling pathway;ko04931//Insulin resistance;ko04024//cAMP signaling pathway;ko05030//Cocaine addiction;ko05165//Human papillomavirus infection;ko04714//Thermogenesis;ko05166//Human T-cell leukemia virus 1 infection;ko04928//Parathyroid hormone synthesis, secretion and action;ko04211//Longevity regulating pathway;ko04911//Insulin secretion;ko05034//Alcoholism;ko04915//Estrogen signaling pathway;ko04918//Thyroid hormone synthesis;ko04151//PI3K-Akt signaling pathway;ko04927//Cortisol synthesis and secretion;ko04934//Cushing syndrome;ko04962//Vasopressin-regulated water reabsorption;ko05215//Prostate cancer;ko05163//Human cytomegalovirus infection;ko04022//cGMP-PKG signaling pathway;ko04926//Relaxin signaling pathway",Cancers: Specific types;Endocrine and metabolic diseases;Aging;Cancers: Overview;Excretory system;Environmental adaptation;Neurodegenerative diseases;Endocrine system;Infectious diseases: Viral;Circulatory system;Signal transduction;Substance dependence;Nervous system,Organismal Systems;Human Diseases;Environmental Information Processing,CREB5
9844,ko05100//Bacterial invasion of epithelial cells;ko05131//Shigellosis;ko04062//Chemokine signaling pathway,Immune system;Infectious diseases: Bacterial,Human Diseases;Organismal Systems,ELMO1
